	title	label
49	삼성전자 버려지던 TV 박스에 새 생명 불어넣는 에코 패키지 챌린지 진행	0
50	삼성전자서비스 권위있는 국가공인 정보보호관리체계ISMS 인증 획득	0
51	삼성전자 갤럭시 Z 폴드3플립3 국내 판매량 100만대 돌파	0
52	삼성전자 용인시 꿈나무들 위해 학습 도서 등 원예테라피 키트 지원	0
53	갤럭시Z 폴드3Z플립3 100만대 판매에도웃지 못하는 삼성전자	0
54	삼성전자 삼성 프리미엄 TV 4096단계 섬세한 빛 조절미니 LED 세계가 깨어난다	0
55	디원 비전 매니지먼트DOV 메타버스 및 AI 투자 선임고문으로 전 삼성전자 임원 프라나브 미스트리 영입	0
56	1기가 동영상을 10초만에삼성전자 5G 업로드 속도 신기록 달성	0
57	삼성전자 파운드리 포럼 2021 개최GAA 기술 양산 준비	0
58	지역아동센터 경북지원단 삼성전자로부터 농산물 꾸러미 1250개 받아	0
59	삼성전자 갤럭시 Z 폴드3 제네시스 첫 전용 전기차 GV60 디지털 키로 쓴다	0
60	삼성전자 초광대역 기반 디지털 키 서비스 시작	0
61	삼성전자 미래로 함께 갈 수 있도록청소년에 SW사이버 폭력 예방 교육 지원	0
62	상반기 직원 가장 많이 증가한 기업은 삼성전자	0
63	증권소식 이서현 2조원대 삼성전자 주식 공탁원준 청약 경쟁률 1623대 1 증거금 132조 등	0
64	삼성전자 취향 확실한 MZ 홀린 디자인삼성 폴더블폰 돌풍 이유있네	0
65	삼성전자 갤럭시워치4 보디프레임스트랩 조합해 나만의 스마트워치 만들어볼까	0
66	삼성전자 현대제철과 폐수슬러지 재활용 신기술 개발	0
67	뉴테크 삼성전자 갤럭시Z 시리즈에 폴더블폰 최초 방수 지원	0
68	삼성전자 뇌를 닮은 차세대 뉴로모픽 반도체 비전 제시	0
69	삼성전자 한정판 갤럭시 워치4 클래식 톰브라운 에디션 출시온라인 추첨 판매	0
70	삼성전자톰브라운 갤럭시 워치4 클래식 톰브라운 에디션 한정 판매	0
71	삼성전자 국제 디자인 공모전 IDEA 2021에서 48개 수상	0
72	삼성전자 노사 내달 5일 첫 상견례임금교섭 돌입	0
73	삼성전자 냉장고 독일 소비자 매체 13위 석권	0
74	삼성전자 루브르 박물관 파트너십더 프레임서 모나리자도 본다	0
75	삼성전자 반응속도 끝판왕추석연휴 게이머 위한 필수 모니터	0
76	삼성전자 2020년도 동반성장지수 평가서 10년 연속 최우수 수상	0
77	냉장고 문이 자동으로 열려삼성전자 비스포크 냉장고 1도어 신제품 출시	0
78	삼성전자 루브르 박물관과 파트너십 체결 TV로 모나리자 감상한다	0
79	삼성전자 비스포크 냉장고 1도어 신제품 출시	0
80	삼성전자 화상 회의에 최적화된 웹캠 모니터 출시안면 인식 보안 기능 인증	0
81	삼성전자 서울대와 미래가전 구동기술센터 설립 업무협약 체결	0
82	삼성전자 시스템 반도체 4종 제품 탄소 발자국 인증	0
83	삼성전자 오디세이 네오 G9 긴 추석연휴게이머의 시간이 왔다 압도적 스펙 와이드 모니터로 즐겨라	0
84	4도어 키친핏 첫 도입삼성전자 비스포크 김치플러스 출시	0
85	삼성전자 갤럭시 Z 폴드3 제네시스 첫 전용 전기차 GV60 디지털 키로 쓴다	0
86	삼성전자 초광대역 기반 디지털 키 서비스 시작	0
87	삼성전자 미래로 함께 갈 수 있도록청소년에 SW사이버 폭력 예방 교육 지원	0
88	상반기 직원 가장 많이 증가한 기업은 삼성전자	0
89	증권소식 이서현 2조원대 삼성전자 주식 공탁원준 청약 경쟁률 1623대 1 증거금 132조 등	0
90	삼성전자 취향 확실한 MZ 홀린 디자인삼성 폴더블폰 돌풍 이유있네	0
91	삼성전자 갤럭시워치4 보디프레임스트랩 조합해 나만의 스마트워치 만들어볼까	0
92	삼성전자 현대제철과 폐수슬러지 재활용 신기술 개발	0
93	뉴테크 삼성전자 갤럭시Z 시리즈에 폴더블폰 최초 방수 지원	0
94	삼성전자 뇌를 닮은 차세대 뉴로모픽 반도체 비전 제시	0
95	삼성전자 뇌를 닮은 차세대 뉴로모픽 반도체 비전 제시	0
96	삼성전자 한정판 갤럭시 워치4 클래식 톰브라운 에디션 출시온라인 추첨 판매	0
97	삼성전자톰브라운 갤럭시 워치4 클래식 톰브라운 에디션 한정 판매	0
98	삼성전자 국제 디자인 공모전 IDEA 2021에서 48개 수상	0
99	삼성전자 노사 내달 5일 첫 상견례임금교섭 돌입	0
100	삼성전자 냉장고 독일 소비자 매체 13위 석권	0
101	삼성전자 루브르 박물관 파트너십더 프레임서 모나리자도 본다	0
102	삼성전자 루브르 박물관 파트너십더 프레임서 모나리자도 본다	0
103	삼성전자 반응속도 끝판왕추석연휴 게이머 위한 필수 모니터	0
104	삼성전자 2020년도 동반성장지수 평가서 10년 연속 최우수 수상	0
105	냉장고 문이 자동으로 열려삼성전자 비스포크 냉장고 1도어 신제품 출시	0
106	삼성전자 루브르 박물관과 파트너십 체결 TV로 모나리자 감상한다	0
107	삼성전자 비스포크 냉장고 1도어 신제품 출시	0
108	삼성전자 화상 회의에 최적화된 웹캠 모니터 출시안면 인식 보안 기능 인증	0
109	삼성전자 서울대와 미래가전 구동기술센터 설립 업무협약 체결	0
110	삼성전자 시스템 반도체 4종 제품 탄소 발자국 인증	0
111	삼성전자 오디세이 네오 G9 긴 추석연휴게이머의 시간이 왔다 압도적 스펙 와이드 모니터로 즐겨라	0
112	삼성전자 서울대와 미래가전 구동기술센터 설립 업무협약 체결	0
113	삼성전자 더 프레임으로 모나리자 등 명작 40선 원작 감상한다	0
114	삼성전자 시스템 반도체 4종 제품 탄소 발자국 인증	0
115	삼성전자 오디세이 네오 G9 긴 추석연휴게이머의 시간이 왔다 압도적 스펙 와이드 모니터로 즐겨라	0
116	4도어 키친핏 첫 도입삼성전자 비스포크 김치플러스 출시	0
117	삼성전자 비스포크 김치플러스 신제품 출시	0
118	삼성전자 마이크로 SD카드 신제품 출시성능안정성 강화	0
119	삼성전자 하반기 공채서 메타버스 직무상담 도입	0
120	삼성전자 구직자와 메타버스 활용 직무상담 진행	0
121	삼성전자 이마트24 갤럭시 워치4갤럭시 버즈 2 판매	0
122	삼성전자 구직자와 메타버스 활용 직무상담 진행	0
123	삼성전자 이마트24 갤럭시 워치4갤럭시 버즈 2 판매	0
124	삼성전자 갤럭시 워치4갤럭시 버즈2 이마트24서 판매	0
125	삼성전자 영국 사치 갤러리에서 빛낸 Neo QLED	0
126	부고 윤종덕삼성전자 커뮤니케이션팀 전무씨 모친상	0
127	삼성전자 초격차 모바일 이미지센서 신기술 공개	0
128	삼성전자 고려대와 친환경 에너지 연구센터 설립 업무협약 체결	0
129	삼성전자 구찌와 협업해 가옥 스마트 가이드 앱 공개	0
130	삼성전자 구찌와 협업해 가옥 스마트 가이드 앱 공개	0
131	삼성전자 3GPP 의장단 2석 추가 확보	0
132	혁신경영 삼성전자 240조 투자반도체 초격차 리더십 강화	0
133	삼성전자 갤럭시 Z 폴드3갤럭시 Z 플립3 전세계 한국미국영국 등 40개국 본격 출시	0
134	삼성전자 갤럭시 Z 폴드3Z 플립3 구매 고객 대상 삼성케어플러스 케이스구독형 서비스 출시	0
135	삼성전자 외국인 러브콜주가 반등여부 관심	0
136	삼성전자 홈트 메이트 워치4 체성분도 알려주네업그레이드된 버즈2 통화할때도 꿀보이스	0
137	삼성전자 더 가볍게 더 깜찍하게일상 속으로 쏙	0
138	삼성전자 더 가볍게 더 깜찍하게일상 속으로 쏙	0
139	삼성전자 더 프레임에 클림트 작품 담는다	0
140	삼성전자 갤럭시 Z 폴드3갤럭시 Z 플립3 사전 예약 실시	0
141	삼성전자 노사 첫 단체협약 체결	0
142	삼성전자 갤럭시 생태계 위한 친환경 비전 발표	0
143	삼성전자 갤럭시 Z 폴드3갤럭시 Z 플립3 공개	0
144	삼성전자 갤럭시 워치4워치4 클래식 공개	0
145	삼성전자 단체 급식 외부 개방 확대 및 업체 공개 입찰 실시	0
146	삼성전자 자립 준비 청소년 위한 삼성 희망디딤돌 전북센터 개소	0
147	삼성전자 업계 최초 5나노 기반 차세대 웨어러블 프로세서 출시	0
148	삼성전자 국내 최대 용량 무풍 시스템에어컨 4Way 출시올해의 에너지 위너상 최고상 수상	0
149	삼성전자 삼성 갤럭시 언팩 공식 트레일러 영상 조회수 1억 뷰 돌파	0
150	삼성전자 무풍에어컨 해외서도 인기	0
151	삼성전자 웨딩 업계 대표 브랜드와 비스포크 웨딩 클럽 선보여	0
152	대상주 집으로 ON 삼성전자 비스포크 큐커 전용 신제품 6종 선보여출시 기념 라이브 방송 진행	0
153	삼성전자 비스포크 큐커 런칭 이벤트시청자수 50만명 육박	0
154	삼성전자 2021년 2분기 실적 발표	0
155	삼성전자 웨딩 업계 대표 브랜드와 비스포크 웨딩 클럽 선보여	0
156	대상주 집으로 ON 삼성전자 비스포크 큐커 전용 신제품 6종 선보여출시 기념 라이브 방송 진행	0
157	삼성전자 비스포크 큐커 런칭 이벤트시청자수 50만명 육박	0
158	삼성전자 2021년 2분기 실적 발표	0
159	삼성전자 열정이 열정으로 끝나지 않게아이디어는 현실이 된다	0
160	삼성전자 신개념 조리기기 비스포크 큐커 출시	0
161	삼성전자 미니 LED 게이밍 모니터 오디세이 Neo G9 출시	0
162	삼성전자 사용성 강화한 실속형 노트묵 갤럭시 북 Go 출시	0
163	탄소 제로 삼성전자 반도체 업체 최초 탄소물폐기물 저감 인증	0
164	역대급 무더위삼성전자 비스포크 무풍에어컨 2배 이상 판매 증가	0
165	역대급 무더위삼성전자 비스포크 무풍에어컨 2배 이상 판매 증가	0
166	삼성전자 더 프레임 85형 출시	0
167	삼성전자 삼성 SDN 솔루션 출시	0
168	삼성전자 전 세계 곳곳서 삼성 갤럭시 언팩 2021 옥외광고 진행	0
169	삼성전자 갤럭시 탭 S7 FE 국내 출시	0
170	삼성전자 소비자 개개인 취향 저격올여름 에어컨 사냥	0
171	삼성전자 라이프스타일 TV 더 세리프 65형 출시	0
172	삼성전자 차세대 상업용 디스플레이 더 월 출시	0
173	삼성전자 AI암호 시스템 등 미래 유망기술 분야 연구 지원	0
174	삼성전자 비스포크 무풍에어컨 미키 에디션 출시	0
175	삼성전자 차량용 이미지센서 본격 출시	0
176	삼성전자 워커힐에 더 프리미어 체험존 포레스트 시네마 운영	0
177	삼성전자 오픈소스 국제 표준 인증 획득	0
178	삼성전자 오픈소스 국제 표준 인증 획득소프트웨어 공신력↑ 기대	0
179	삼성전자 2021년 2분기 잠정실적 발표	0
180	삼성전자 2021년 2분기 잠정실적 발표	0
181	삼성전자 패밀리허브 냉장고 전용 비스포크 아뜰리에 공개	0
182	삼성전자 패밀리허브 냉장고 전용 앱 비스포크 아뜰리에 공개	0
183	삼성전자 한화큐셀과 제로 에너지 홈 업무협약 체결	0
184	삼성전자 한화큐셀과 제로 에너지 홈 구축 위해 맞손	0
185	삼성전자 2021년 C랩 아웃사이드 공모 진행	0
186	삼성전자 새로운 갤럭시 워치 사용자경험 원 UI 워치 공개	0
187	삼성전자 삼성청년SW아카데미 역량있는 개발자 양성기업청년 사이 가교 역할	0
188	삼성전자 한국전력과 홈 에너지 데이터 솔루션 개발 업무협약 체결	0
189	상생경영 삼성전자 다양한 자금지원 프로그램으로 中企 지원	0
190	삼성전자 무선VD 서비스사업 팀장 이원진 사장 승진	0
191	삼성전자 유럽서 비스포크 홈 체험공간 선보여	0
192	삼성전자 삼성 홈 피트니스 서비스 론칭	0
193	삼성전자 비스포크 슈드레서 체험 마케팅 강화	0
194	삼성전자 게이밍 모니터 오디세이 2021년형 신제품 출시	0
195	삼성전자 더 테라스 야외 시인성 화질 검증 획득	0
196	삼성전자 6G 테라헤르츠 대역 무선 통신 시연 성공	0
197	삼성전자 고사양 모바일 D램과 낸드플래시 결합한 uMCP 신제품 출시	0
198	삼성전자 차세대 8나노 RF 공정 기술 개발	0
199	삼성전자 2021 에코패키지 챌린지 공모전 개최	0
200	삼성전자 전 세계 반도체 업체 최초 전 사업장 탄소물폐기물 저감 인증	0
201	삼성전자 차세대 기업 서버용 ZNS SSD 출시	0
202	삼성전자 무선청소기 신제품 비스포크 슬림 출시	0
203	삼성전자 시청각 장애인용 TV 보급사업 공급자로 선정	0
204	삼성전자 신발관리기 비스포크 슈드레서 출시	0
205	삼성전자 가전제품 포장재 폐기물 줄이기 앞장에코 패키지로 지속가능 경영 강화	0
206	삼성전자 프리미엄 사운드바 신제품 국내 출시	0
207	삼성전자 삼성 스마트 키보드 트리오 500 출시	0
208	사회공헌 삼성전자 솔브 포 투모로우로 청소년 도전 응원	0
209	삼성전자 스마트 모니터 라인업 확대	0
210	삼성전자 비스포크 무풍에어컨 라인업 확대	0
211	삼성전자 DDR5 D램 모듈용 전력관리반도체 공개	0
212	삼성전자 갤럭시 북프로프로 360 3종 정식 출시	0
213	삼성전자 시스템반도체에 171조원 투자 파운드리 공정 연구개발시설투자 가속화	0
214	삼성전자 3GPP 무선접속기술분과 의장으로 선출	0
215	삼성전자 비스포크 홈 글로벌 확대 선언	0
216	삼성전자 업계 최초 CXL 기반 D램 메모리 기술 개발	0
217	삼성전자 차세대 반도체 패키지 기술 ICube4 개발	0
218	삼성전자 비스포크 냉장고 패밀리허브 신제품 출시	0
219	삼성전자 국민가전 페스타 5월 가정의 달 맞이 가족사랑 선물전 실시	0
220	삼성전자 2021년형 QLED TV 출시 두 달 만에 1만대 돌파 기념 Neo LIFE 영상 공개	0
221	삼성전자 기존 노트북에도 갤럭시 북 프로 시리즈 최신 기능 제공	0
222	삼성전자 갤럭시 북 프로 360갤럭시 북 프로 사전 판매 실시	0
223	삼성전자 2021년 1분기 실적 발표	0
224	고 이건희 삼성전자 회장 유족 의료 공헌미술품 기증 통해 사회 환원 실천	0
225	삼성전자 1㎝옆 신발장 밑에 차키 있네요더 똑똑해진 갤태그	0
226	삼성전자 SAS 표준 지원 서버용 SSD 출시	0
227	삼성전자 키오스크 커피에 반하다와 손잡고 스마트 카페 구현	0
228	R&D 백년대계 삼성전자 지난해 연구개발비 21조 원 사상 최대	0
229	삼성전자 창문형 에어컨 윈도우 핏 출시	0
230	삼성전자 월드IT쇼 2021 참가	0
231	삼성전자 스마트싱스 파인드 업그레이드 실시	0
232	삼성전자 지능형 헤드램프용 PixCell LED 출시	0
233	삼성전자 TV 플러스 모바일 앱 국내 출시	0
234	삼성전자 제품사업장 에너지 저감 노력으로 미국 에너지 스타상 최고상 수상	0
235	현대리바트 삼성전자와 맞손 프리미엄 주거환경 개발 나선다	0
236	삼성전자 경영혁신 지원할 차세대 NERP 시스템 도입	0
237	삼성전자 스마트태그스마트태그란	0
238	삼성전자 2021년 1분기 잠정실적 발표	0
239	삼성전자 비스포크 제트 봇 AI 인기로봇청소기 매출 4배 증가	0
240	양성평등 기업을 찾아 삼성전자 10년간 여성 임원 비중 9배 증가	0
241	삼성전자 비스포크 인덕션 신제품 출시	0
242	삼성전자 비스포크 제트 봇 AI 매출 4배 껑충	0
243	삼성전자 업계 최초 HKMG 공정 적용 고용량 DDR5 메모리 개발	0
244	삼성전자 동남아 시장서 Neo QLED 본격 판매 개시	0
245	삼성전자현대제철 반도체 폐수슬러지로 쇳물 속 불순물 제거하는 신기술 개발	0
246	삼성전자현대제철 반도체 폐수슬러지로 쇳물 속 불순물 제거하는 신기술 개발	0
247	삼성전자 비스포크 제트 무선청소기 선보여	0
248	에스티씨랩 삼성전자 온라인스토어에 토종 SW 넷퍼넬 공급	0
249	삼성전자 사무 환경에 최적화된 2021년형 고해상도 모니터 풀라인업 출시	0
250	삼성전자 코로나 집콕시대TV 한대면 거실이 미술관이자 헬스장	0
251	삼성전자 비스포크 정수기 출시	0
252	현대제철삼성전자 폐수 침전물 재활용으로 수입 광물 대체 	0
253	삼성전자 성능과 가격 모두 잡은 NVMe SSD 980 출시	0
254	삼성전자 갤럭시 워치4 클래식 톰브라운 에디션 온라인 추첨 방식으로 한정 판매	0
255	삼성전자 비스포크 홈 전격 공개	0
256	삼성전자 360가지 맞춤형 색상 비스포크 냉장고 신제품 출시	0
257	삼성전자 새로운 라이프의 중심 Neo QLED 출시	0
258	삼성전자 비스포크 우리집을 나답게 바꾸다	0
259	삼성전자 데이터센터 전용 고성능 SSD 양산	0
260	삼성전자코로나 위기 속 끊임없는 기술 혁신반도체AI5G 등 경쟁력 강화	0
261	ESG 경영 삼성전자 반도체 업계 최초 물 사용량 저감 인증	0
262	삼성전자 스마트 주문결제 솔루션 삼성 키오스크 출시	0
263	삼성전자 사람 눈과 더욱 가까워진 이미지 센서 아이소셀 GN2 출시	0
264	삼성전자 Neo QLED 전 라인업 게임 기능 대폭 강화	0
265	삼성전자 갤럭시 워치4 골프 에디션 출시	0
266	삼성전자 비스포크 가전 100만대 출하 기념 비스포크 페스티벌	0
267	삼성전자 비스포크 에어드레서 출시	0
268	삼성전자서울대 생활가전 연합군컴프레서 차세대 기술 개발한다	0
269	증권소식 IBK투자증권 삼성전자에 투자하는 랩 상품 출시 등	0
270	중앙일보 삼성전자 갤럭시Z 폴드3 플립3 구매 고객에게 조인스프라임 구독 혜택 제공	0
271	중앙일보 삼성전자 갤럭시Z 폴드3 플립3 구매 고객에게 조인스프라임 구독 혜택 제공	0
272	삼성전자 2020년 4분기 실적 발표	0
273	삼성전자 20212023년 주주환원정책 발표	0
274	삼성전자서비스 경원지사 호매실장애인종합복지관에 사랑가득 전자제품생필품 전달	0
275	삼성전자 혈압심전도 측정 지원 삼성 헬스 모니터 앱 31개국 신규 진출	0
276	신년사로 본 2021 삼성전자 혁신 리더십으로 업계 판도 주도	0
277	삼성전자 비스포크 무풍에어컨 공개	0
278	삼성전자 업계 최초 무풍 시스템에어컨 홈쇼핑 판매 실시	0
279	삼성전자 1억800만화소 프리미엄 이미지센서 아이소셀 HM3 출시	0
280	삼성전자 세일 페스타 소비자들의 뜨거운 성원으로 인기 고공 행진 새해 첫 대규모 가전 축제 통했다	0
281	삼성전자 5G 통합 프리미엄 모바일AP 엑시노스 2100 출시	0
282	삼성전자 친환경 영상 디스플레이 제품 확대	0
283	LG유플러스 삼성전자AWS와 5G 네트워크 품질 강화	0
284	삼성전자 갤럭시 A52s 5G 출시갤럭시의 최첨단 혁신 기능 담아	0
285	삼성전자 갤럭시 A52s 5G 출시	0
286	삼성전자 비스포크 냉장고 CES 2021에 선보이며 미국 시장 전격 도입	0
287	삼성전자 에너지 소비효율 1등급 상업용 에어컨 확대	0
288	삼성전자 국내 최고 수준 화력 갖춘 비스포크 인덕션 출시	0
289	분양 Focus 삼성전자 인근 영국 테마 패밀리 스트리트몰	0
290	삼성전자 삼성 헬스 걸음 수 도전 기능 업그레이드	0
291	삼성전자 2020년 4분기 잠정실적 발표	0
292	삼성전자 美 소비자만족도 생활가전 부문 1위 달성	0
293	삼성전자 인공지능 탑재 메모리 제품군 확대	0
294	삼성전자 IDEA 2021에서 총 48개 상 수상	0
295	삼성전자 비스포크 식기세척기 카운터탑 출시	0
296	삼성전자 BESPOKE 올 추석엔 비스포크 가전으로 소중한 일상을 선물하세요	0
297	삼성전자 갤럭시 Z 폴드3플립3 톰브라운 에디션 온라인 추첨 방식으로 한정 판매	0
298	삼성전자 화상 회의에 최적화된 웹캠 모니터 출시	0
299	삼성전자서울대 가전 핵심 부품 기술 개발 위한 MOU 체결	0
300	삼성전자 英 사치 갤러리에서 Neo QLED 영상 예술 선보여	0
301	에이스테크놀로지 삼성전자의 유럽향 5G 및 LTE 기지국 Radio Unit 시스템 공급사로 선정	0
302	삼성전자 CJ ENM과 버추얼 스튜디오 구축 파트너십 체결	0
303	삼성전자 오디세이 Neo G9 출시	0
304	삼성전자 실속형 노트북 갤럭시 북 Go 출시	0
305	LG유플러스 삼성전자 노트북 갤럭시 북 Go 출시공시지원금 30만원	0
306	삼성전자 갤럭시 S21 울트라 5G MWC 2021 최고의 스마트폰으로 선정	0
307	삼성전자 신규 5G 네트워크 솔루션 공개	0
308	상반기 히트상품 삼성전자 Neo QLED 8K	0
309	삼성전자 더 강력하고 깨끗해진 비스포크 식기세척기 신제품 출시	0
310	삼성전자 업계 최초 064㎛ 픽셀 이미지 센서 출시	0
311	삼성전자 인공지능으로 완전히 새로워진 시스템에어컨 DVM S2 출시	0
312	삼성전자 세계 최고 광효율에 색품질 혁신 더한 LM301B EVO 패키지 출시	0
313	삼성전자 C랩 과제 4개 스타트업 창업 지원	0
314	삼성전자 갤럭시 버즈 프로 with 라네즈 네오 쿠션 콜라보라해 패키지 출시	0
315	삼성전자 갤럭시 M12 28일 출시	0
316	삼성전자 인공지능 로봇청소기 비스포크 제트 봇 AI 출시	0
317	삼성전자 비스포크 직화 오븐 AI 출시	0
318	티몬 삼성전자와 손잡고 생활가전 모음전 진행 온라인 최저가 판매	0
319	삼성전자 갤럭시 스마트태그 출시	0
320	삼성전자 iF 디자인 어워드 2021에서 71개 수상	0
321	삼성전자 갤럭시 탭 S7S7 미스틱 네이비 신규 색상 8일 출시	0
322	삼성전자 갤럭시 버즈 프로 with 아디다스 오리지널스 스페셜 팩 한정 판매	0
323	삼성전자 일본 최대 통신사업자 NTT도코모와 5G 이동통신 장비 공급 계약 체결	0
324	삼성전자 일본 최대 통신사업자 NTT도코모와 5G 이동통신 장비 공급 계약 체결	0
325	삼성전자 동남아 시장서 그랑데 AI 세탁기 본격 판매	0
326	삼성전자 캐나다 이동통신사업자 사스크텔에 5G4G 이동통신장비 단독 공급	0
327	삼성전자 갤럭시 A32 12일 출시	0
328	삼성전자 갤럭시 A42 5G 12일 출시	0
329	삼성전자 카카오엔터프라이즈와 손잡고 AI 기반 스마트홈 강화	0
330	삼성전자 서울신라호텔과 체험형 휴식공간 Experience room with 에어드레서 선보여	0
331	삼성전자 두번 톡톡 누르니 무음모드 폰 찾아줘반려견 목줄로도 활용	0
332	삼성전자 업계 최선단 14나노 EUV DDR5 D램 양산	0
333	삼성전자 Neo QLED 독일서 TV 평가 역대 최고점 경신	0
334	삼성전자 세계 최초 인공지능 HBMPIM 개발	0
335	삼성전자 갤럭시 S21 출시 초기 전작 대비 30% 판매 증가	0
336	삼성전자 더 크고 똑똑해진 뉴 그랑데 AI 선보여	0
337	성능과 실속 모두 갖췄다 삼성전자 갤럭시 A12 9일 출시	0
338	삼성전자 갤럭시 S21 시리즈 전 세계 본격 출시	0
339	삼성전자 5G 이동통신장비 국제 보안 인증 획득	0
340	삼성전자 소비자용 SSD 870 EVO 글로벌 출시	0
341	삼성전자 VR 스토어 오픈 제품 체험상담구매 가능	0
342	삼성전자 갤럭시 S21 3종 전격 공개	0
343	삼성전자 갤럭시 버즈 프로 출시	0
344	삼성전자 갤럭시 스마트태그 출시	0
345	삼성전자 CES 2021서 AI 솔루션 탑재한 로봇청소기 제트봇 AI 공개	0
346	삼성전자 갤럭시 캠퍼스 스토어 오픈	0
347	삼성전자서비스 다문화가정 청소년 자립 지원	0
348	삼성전자 에너지대전서 에너지 절감 기술 대거 선봬	0
349	삼성전자 유럽서 버추얼 행사 개최 비스포크 홈 제품 소개	0
350	삼성전자 원스톱 AI 가전 관리 서비스 홈케어 매니저 확대	0
351	삼성전자 원스톱 AI 가전 관리 서비스 홈케어 매니저 확대	0
352	삼성전자서비스 다문화가정 청소년 자립 위한 후원 실시	0
353	삼성전자 15년 간 우수 기능인력 양성 산실로 우뚝	0
